temperature,time,overcooked
177.1,8.4,0.0
173.5,10.6,0.0
175.8,9.5,0.0
187.8,10.8,0.0
211.1,6.6,0.0
163.5,10.8,0.0
177.7,9.2,0.0
314.7,26.1,1.0
152.0,8.3,0.0
346.6,24.9,1.0
314.6,27.2,1.0
353.4,27.8,1.0
174.2,10.2,0.0
177.0,9.9,0.0
353.5,25.1,1.0
329.3,26.7,1.0
336.8,28.2,1.0
170.6,9.9,0.0
182.6,10.3,0.0
174.1,10.9,0.0
170.2,9.9,0.0
337.0,27.0,1.0
349.9,26.7,1.0
172.0,9.4,0.0
182.5,10.4,0.0
333.1,26.7,1.0
172.6,12.2,0.0
342.1,26.6,1.0
346.5,25.5,1.0
337.4,24.7,1.0
337.1,26.4,1.0
317.3,22.9,1.0
179.1,9.0,0.0
183.1,9.1,0.0
172.2,9.5,0.0
178.7,9.2,0.0
353.8,25.6,1.0
329.3,25.9,1.0
332.2,26.7,1.0
170.9,9.7,0.0
165.0,12.7,0.0
170.2,9.9,0.0
310.0,24.0,1.0
322.4,27.5,1.0
313.8,28.3,1.0
188.9,7.8,0.0
166.4,9.0,0.0
178.1,10.0,0.0
156.5,7.9,0.0
157.2,9.5,0.0
165.8,10.5,0.0
337.5,24.0,1.0
170.9,10.3,0.0
312.0,27.2,1.0
168.1,10.9,0.0
344.6,26.6,1.0
333.7,26.5,1.0
169.6,9.6,0.0
177.2,10.3,0.0
343.4,20.8,1.0
332.7,25.8,1.0
175.7,9.3,0.0
163.3,9.2,0.0
172.0,10.5,0.0
338.3,27.7,1.0
167.5,9.4,0.0
169.3,8.8,0.0
332.0,25.6,1.0
170.5,9.6,0.0
341.5,24.7,1.0
178.8,9.3,0.0
175.1,9.6,0.0
323.5,27.1,1.0
149.6,12.0,0.0
327.0,27.3,1.0
338.4,26.2,1.0
175.6,11.2,0.0
182.9,10.3,0.0
320.4,26.8,1.0
395.0,32.0,1.0
332.5,27.2,1.0
174.6,10.0,0.0
339.0,26.8,1.0
334.1,23.9,1.0
160.0,8.0,0.0
161.5,9.9,0.0
313.7,25.3,1.0
173.7,10.3,0.0
315.8,26.9,1.0
178.9,10.6,0.0
171.6,10.5,0.0
180.2,9.9,0.0
180.7,9.0,0.0
316.8,25.7,1.0
336.7,27.6,1.0
327.0,25.2,1.0
338.3,26.1,1.0
344.2,26.3,1.0
177.6,9.8,0.0
172.8,10.7,0.0
347.5,26.2,1.0
171.2,10.1,0.0
181.9,9.4,0.0
161.4,13.1,0.0
185.2,9.0,0.0
190.5,9.8,0.0
180.7,10.0,0.0
344.0,26.1,1.0
345.1,25.8,1.0
339.3,27.0,1.0
340.9,25.8,1.0
340.8,27.0,1.0
321.0,24.7,1.0
183.0,9.5,0.0
343.1,27.7,1.0
335.3,25.8,1.0
168.5,9.6,0.0
187.6,10.0,0.0
167.2,9.7,0.0
175.7,9.5,0.0
328.8,28.8,1.0
362.5,24.6,1.0
318.6,27.2,1.0
186.7,9.4,0.0
343.0,25.5,1.0
150.0,7.0,0.0
351.0,26.1,1.0
169.2,9.3,0.0
165.6,8.8,0.0
340.9,24.6,1.0
329.3,24.6,1.0
153.2,10.8,0.0
386.2,23.3,1.0
350.0,25.5,1.0
337.9,26.4,1.0
345.1,22.7,1.0
170.0,10.6,0.0
173.3,9.4,0.0
184.1,10.2,0.0
314.9,24.9,1.0
340.0,26.2,1.0
160.4,7.6,0.0
337.9,27.1,1.0
330.4,26.6,1.0
343.7,24.7,1.0
339.7,26.2,1.0
166.6,9.1,0.0
185.8,10.0,0.0
324.5,25.4,1.0
178.4,12.0,0.0
177.3,10.7,0.0
174.0,8.9,0.0
347.3,24.8,1.0
181.8,9.5,0.0
338.5,27.6,1.0
331.7,26.6,1.0
171.8,10.4,0.0
330.1,26.6,1.0
337.7,26.8,1.0
149.0,9.9,0.0
173.7,10.2,0.0
160.3,10.0,0.0
321.0,26.1,1.0
344.5,27.5,1.0
335.4,26.5,1.0
331.4,25.1,1.0
183.5,9.7,0.0
362.1,25.5,1.0
341.5,24.2,1.0
333.8,27.6,1.0
191.1,9.6,0.0
345.5,24.1,1.0
191.8,10.2,0.0
351.3,25.3,1.0
338.1,25.2,1.0
175.3,9.8,0.0
169.2,10.0,0.0
176.1,10.3,0.0
175.2,10.7,0.0
175.7,8.9,0.0
332.0,26.2,1.0
176.8,10.7,0.0
336.4,25.3,1.0
348.4,25.6,1.0
175.7,9.4,0.0
334.2,25.7,1.0
331.0,28.2,1.0
338.0,27.2,1.0
167.2,10.1,0.0
169.8,9.6,0.0
345.8,27.2,1.0
169.7,10.3,0.0
341.4,28.5,1.0
145.0,6.0,0.0
335.5,26.6,1.0
338.5,30.1,1.0
170.3,9.1,0.0
335.3,25.3,1.0
342.1,26.4,1.0
183.5,9.5,0.0
341.5,26.6,1.0
174.9,10.9,0.0
356.1,24.8,1.0
325.3,24.1,1.0
178.7,12.2,0.0
174.3,10.1,0.0
351.8,29.5,1.0
188.3,10.4,0.0
340.4,26.9,1.0
333.1,24.8,1.0
341.5,25.7,1.0
340.5,24.3,1.0
176.4,8.8,0.0
329.7,25.7,1.0
175.3,9.7,0.0
332.0,27.7,1.0
164.9,9.9,0.0
340.5,23.7,1.0
176.0,9.4,0.0
359.7,27.3,1.0
337.5,24.9,1.0
172.2,9.9,0.0
164.7,9.8,0.0
348.8,24.7,1.0
333.0,26.6,1.0
350.0,24.6,1.0
170.0,9.6,0.0
170.4,10.2,0.0
172.5,10.1,0.0
160.9,7.3,0.0
321.3,27.5,1.0
326.9,25.5,1.0
319.7,25.8,1.0
331.8,28.3,1.0
340.9,27.8,1.0
332.5,26.3,1.0
340.4,26.9,1.0
178.4,9.4,0.0
329.1,28.7,1.0
343.8,24.7,1.0
166.5,10.2,0.0
178.2,10.3,0.0
337.8,26.4,1.0
336.0,25.3,1.0
346.7,25.7,1.0
179.2,9.2,0.0
335.8,25.2,1.0
182.6,11.0,0.0
176.5,10.5,0.0
176.2,13.7,0.0
320.6,27.1,1.0
325.3,26.6,1.0
319.6,26.2,1.0
175.9,8.4,0.0
336.0,25.3,1.0
179.0,10.2,0.0
180.8,10.3,0.0
174.7,10.5,0.0
311.9,25.2,1.0
160.0,10.6,0.0
343.5,26.1,1.0
344.4,25.4,1.0
302.8,27.8,1.0
170.1,9.1,0.0
336.7,26.5,1.0
348.3,26.6,1.0
172.6,9.2,0.0
345.7,26.0,1.0
176.7,9.5,0.0
174.0,11.4,0.0
180.7,11.3,0.0
345.6,25.2,1.0
173.8,9.7,0.0
173.1,10.3,0.0
350.0,22.8,1.0
343.6,26.5,1.0
348.0,24.8,1.0
170.2,9.5,0.0
331.1,26.2,1.0
166.2,9.4,0.0
340.4,27.6,1.0
180.1,8.6,0.0
170.6,9.6,0.0
328.6,27.1,1.0
161.0,9.3,0.0
175.1,11.1,0.0
341.4,25.8,1.0
338.4,28.1,1.0
183.4,8.5,0.0
165.1,10.3,0.0
173.7,9.4,0.0
176.1,10.3,0.0
340.0,26.0,1.0
331.8,26.9,1.0
157.3,10.5,0.0
356.6,27.0,1.0
195.0,9.9,0.0
308.2,28.5,1.0
176.9,9.4,0.0
166.4,10.2,0.0
347.4,25.7,1.0
176.4,10.0,0.0
356.4,27.3,1.0
341.6,27.8,1.0
398.0,25.0,1.0
341.4,25.9,1.0
342.3,25.3,1.0
183.9,10.1,0.0
341.7,28.4,1.0
161.5,9.0,0.0
302.0,24.1,1.0
175.0,12.1,0.0
167.7,9.6,0.0
172.2,9.4,0.0
183.4,10.3,0.0
333.7,26.7,1.0
166.0,10.6,0.0
165.2,11.1,0.0
180.6,9.6,0.0
177.5,10.4,0.0
167.5,10.3,0.0
174.9,8.9,0.0
185.0,8.9,0.0
174.3,9.6,0.0
326.5,26.9,1.0
344.8,25.7,1.0
173.7,9.1,0.0
172.0,10.1,0.0
345.6,26.0,1.0
324.5,29.9,1.0
346.6,27.7,1.0
169.1,9.1,0.0
180.1,10.6,0.0
167.2,10.2,0.0
174.1,9.9,0.0
180.8,8.6,0.0
143.9,8.9,0.0
180.2,10.6,0.0
404.8,25.7,1.0
341.4,24.8,1.0
425.0,20.0,1.0
177.8,9.8,0.0
338.8,24.9,1.0
337.5,26.4,1.0
171.8,9.1,0.0
346.9,25.9,1.0
331.3,25.0,1.0
140.0,6.0,0.0
174.5,10.5,0.0
326.8,27.0,1.0
319.0,25.3,1.0
155.4,9.2,0.0
168.0,10.1,0.0
190.9,8.5,0.0
331.7,25.6,1.0
336.0,25.2,1.0
180.9,9.9,0.0
174.8,10.0,0.0
175.1,8.8,0.0
187.2,9.9,0.0
344.4,28.5,1.0
164.7,9.5,0.0
175.3,9.8,0.0
331.4,26.6,1.0
340.2,24.5,1.0
322.5,26.9,1.0
170.2,8.8,0.0
177.8,9.3,0.0
177.0,10.7,0.0
340.0,26.1,1.0
337.6,26.4,1.0
339.7,25.5,1.0
341.1,25.0,1.0
330.6,26.8,1.0
339.8,24.9,1.0
175.7,9.4,0.0
210.0,12.0,0.0
167.1,9.5,0.0
342.5,25.6,1.0
337.5,27.1,1.0
330.6,24.3,1.0
164.9,9.7,0.0
337.8,26.4,1.0
179.4,8.9,0.0
199.1,10.6,0.0
330.5,24.9,1.0
172.2,10.2,0.0
326.7,25.8,1.0
189.9,10.1,0.0
359.7,20.4,1.0
345.7,28.2,1.0
317.9,25.5,1.0
175.6,9.1,0.0
336.9,25.8,1.0
330.6,25.0,1.0
172.6,9.6,0.0
348.7,28.3,1.0
169.2,9.9,0.0
173.8,10.5,0.0
351.9,25.1,1.0
347.6,25.1,1.0
343.4,27.3,1.0
189.6,8.6,0.0
187.8,9.8,0.0
174.6,10.4,0.0
321.1,27.6,1.0
331.2,25.7,1.0
324.1,27.6,1.0
349.5,24.7,1.0
343.7,27.2,1.0
160.2,9.8,0.0
305.0,21.0,1.0
330.9,25.5,1.0
176.0,10.1,0.0
347.0,25.3,1.0
166.4,8.5,0.0
240.0,16.0,0.0
175.3,9.8,0.0
178.4,10.0,0.0
170.7,9.4,0.0
167.2,8.7,0.0
327.9,27.4,1.0
177.0,10.6,0.0
325.5,28.2,1.0
338.9,26.0,1.0
349.9,26.2,1.0
334.6,26.1,1.0
326.9,26.0,1.0
184.0,9.9,0.0
340.0,24.2,1.0
350.9,25.3,1.0
170.4,9.7,0.0
338.3,26.5,1.0
328.6,26.7,1.0
168.0,9.7,0.0
370.8,23.7,1.0
191.2,10.8,0.0
334.5,27.4,1.0
342.1,25.7,1.0
322.5,23.8,1.0
347.3,28.1,1.0
355.0,28.0,1.0
180.8,10.0,0.0
336.3,26.8,1.0
165.0,9.0,0.0
320.3,30.4,1.0
187.8,10.1,0.0
173.2,9.3,0.0
182.1,8.9,0.0
167.2,8.5,0.0
336.1,25.2,1.0
339.5,25.4,1.0
359.4,27.2,1.0
186.7,9.3,0.0
328.3,27.8,1.0
204.9,10.4,0.0
185.7,10.8,0.0
175.3,10.8,0.0
185.0,9.3,0.0
181.4,10.0,0.0
333.9,26.6,1.0
342.2,26.6,1.0
338.7,27.2,1.0
165.0,10.6,0.0
340.3,25.6,1.0
341.0,23.9,1.0
327.2,25.4,1.0
178.7,10.0,0.0
353.2,25.0,1.0
331.1,25.8,1.0
337.2,24.3,1.0
346.4,26.0,1.0
178.0,9.3,0.0
340.1,28.6,1.0
270.0,19.0,1.0
345.6,26.0,1.0
330.0,24.9,1.0
176.1,10.2,0.0
169.9,9.9,0.0
333.7,26.3,1.0
175.7,9.6,0.0
359.2,26.2,1.0
167.1,9.5,0.0
174.5,9.7,0.0
179.2,10.2,0.0
185.7,9.9,0.0
375.1,24.5,1.0
171.6,10.2,0.0
164.5,8.7,0.0
164.0,11.1,0.0
345.4,24.2,1.0
340.5,26.4,1.0
326.7,26.6,1.0
214.2,6.8,0.0
323.9,25.9,1.0
306.1,27.7,1.0
343.8,25.5,1.0
379.2,24.6,1.0
329.1,26.7,1.0
184.0,10.2,0.0
192.6,10.4,0.0
348.4,25.5,1.0
289.2,25.1,1.0
174.4,9.6,0.0
347.4,25.9,1.0
345.5,26.2,1.0
324.7,26.9,1.0
165.7,10.2,0.0
150.0,6.0,0.0
163.7,10.1,0.0
177.2,9.6,0.0
177.0,9.4,0.0
339.4,25.5,1.0
350.2,25.1,1.0
333.1,25.7,1.0
163.6,10.6,0.0
333.9,27.4,1.0
308.9,24.6,1.0
356.5,24.5,1.0
158.5,9.3,0.0
335.5,25.0,1.0
340.6,25.8,1.0
339.3,26.3,1.0
353.6,26.1,1.0
344.0,27.3,1.0
371.1,25.5,1.0
191.9,9.2,0.0
315.4,27.2,1.0
341.6,25.2,1.0
161.2,9.7,0.0
327.7,27.7,1.0
183.1,8.7,0.0
370.5,20.7,1.0
344.0,25.3,1.0
345.0,28.2,1.0
341.7,26.3,1.0
164.9,10.2,0.0
344.2,27.8,1.0
186.4,9.0,0.0
329.9,26.6,1.0
180.6,8.4,0.0
338.4,28.5,1.0
175.1,9.9,0.0
328.4,26.9,1.0
174.8,10.4,0.0
339.9,24.8,1.0
163.7,9.8,0.0
171.6,10.3,0.0
381.5,28.5,1.0
171.1,9.9,0.0
170.8,9.7,0.0
401.8,26.3,1.0
179.1,10.4,0.0
172.0,9.9,0.0
334.7,24.7,1.0
337.4,26.8,1.0
340.9,26.1,1.0
322.0,22.4,1.0
175.3,9.4,0.0
342.6,26.3,1.0
329.0,26.5,1.0
334.2,27.1,1.0
337.8,27.9,1.0
339.9,26.0,1.0
359.2,27.4,1.0
184.4,9.1,0.0
174.0,10.1,0.0
172.2,10.1,0.0
177.6,9.5,0.0
166.5,9.8,0.0
338.3,26.1,1.0
175.0,9.1,0.0
330.7,26.2,1.0
172.2,9.8,0.0
307.9,27.4,1.0
339.7,25.3,1.0
331.8,26.2,1.0
166.7,10.5,0.0
343.8,27.7,1.0
158.6,10.5,0.0
346.4,25.8,1.0
340.7,25.5,1.0
179.0,9.3,0.0
179.2,9.3,0.0
328.1,26.9,1.0
186.3,9.8,0.0
176.8,9.7,0.0
178.7,10.7,0.0
330.0,26.2,1.0
186.0,10.0,0.0
186.6,10.1,0.0
172.5,7.7,0.0
348.0,25.8,1.0
165.5,8.7,0.0
334.9,26.1,1.0
338.6,25.4,1.0
331.2,26.8,1.0
332.1,24.7,1.0
170.0,9.8,0.0
342.2,24.4,1.0
177.2,10.1,0.0
344.9,27.4,1.0
163.8,10.7,0.0
169.8,10.1,0.0
345.9,25.8,1.0
176.6,9.5,0.0
322.8,26.8,1.0
350.6,26.5,1.0
342.5,26.8,1.0
273.5,23.9,1.0
343.8,27.0,1.0
170.1,10.4,0.0
161.8,9.6,0.0
177.7,9.5,0.0
162.0,9.7,0.0
312.8,25.8,1.0
174.0,9.5,0.0
189.7,10.1,0.0
340.5,26.9,1.0
332.6,26.2,1.0
329.9,26.9,1.0
336.0,26.5,1.0
364.4,25.7,1.0
169.7,10.2,0.0
191.6,9.5,0.0
352.4,23.7,1.0
169.3,10.2,0.0
183.4,9.0,0.0
336.8,25.7,1.0
171.5,10.8,0.0
189.0,12.8,0.0
169.5,10.0,0.0
351.8,26.8,1.0
332.3,25.2,1.0
167.6,9.7,0.0
181.6,11.1,0.0
166.3,9.7,0.0
342.6,22.6,1.0
177.6,10.8,0.0
343.2,26.6,1.0
164.3,8.0,0.0
333.4,25.4,1.0
170.5,9.9,0.0
170.0,10.2,0.0
177.1,9.4,0.0
319.6,22.4,1.0
294.4,27.3,1.0
340.4,27.1,1.0
179.3,10.0,0.0
361.1,26.2,1.0
184.2,10.4,0.0
177.4,9.4,0.0
182.4,10.3,0.0
346.5,25.4,1.0
158.7,9.4,0.0
331.5,24.2,1.0
183.7,9.8,0.0
338.4,26.2,1.0
337.1,30.4,1.0
354.3,25.4,1.0
141.0,10.1,0.0
185.9,9.9,0.0
180.5,9.6,0.0
164.4,9.4,0.0
177.5,8.1,0.0
338.5,26.8,1.0
175.1,9.1,0.0
175.7,9.0,0.0
172.6,10.7,0.0
168.3,10.4,0.0
193.4,9.9,0.0
341.4,25.8,1.0
325.5,27.0,1.0
344.0,25.7,1.0
174.3,10.0,0.0
340.3,25.4,1.0
330.6,27.6,1.0
302.9,23.6,1.0
189.9,10.3,0.0
177.0,9.8,0.0
178.1,9.1,0.0
336.5,25.7,1.0
331.2,22.2,1.0
168.3,9.2,0.0
338.3,26.1,1.0
176.2,9.3,0.0
169.3,8.9,0.0
196.5,8.6,0.0
327.6,25.0,1.0
335.2,27.9,1.0
186.6,10.3,0.0
358.5,25.2,1.0
333.6,26.5,1.0
171.2,9.7,0.0
344.9,26.6,1.0
200.0,17.0,1.0
178.3,9.7,0.0
165.4,10.1,0.0
187.4,9.4,0.0
167.9,9.9,0.0
353.5,25.2,1.0
182.4,8.7,0.0
183.2,9.8,0.0
344.0,26.5,1.0
208.3,9.8,0.0
197.2,9.8,0.0
338.5,26.1,1.0
178.0,9.4,0.0
157.7,9.5,0.0
352.2,25.5,1.0
319.7,27.3,1.0
168.7,10.1,0.0
338.8,27.4,1.0
334.4,25.4,1.0
174.9,8.7,0.0
354.9,26.4,1.0
351.5,27.9,1.0
336.2,26.2,1.0
347.5,26.0,1.0
335.2,26.1,1.0
179.8,11.1,0.0
355.4,25.5,1.0
297.4,27.5,1.0
173.4,11.5,0.0
329.2,30.1,1.0
179.9,9.5,0.0
169.6,9.8,0.0
346.5,25.5,1.0
331.6,25.2,1.0
335.5,25.1,1.0
335.9,24.7,1.0
